pop1900,pop1910,pop1920,pop1930,pop1940,pop1950,pop1960,pop1970,pop1980,pop1990,"fips","name"
10533,9783,9442,8042,8827,9422,18938,18796,22854,24170,"21163","KY Meade County"
6818,6153,5779,4958,5691,4798,4276,4050,5117,5092,"21165","KY Menifee County"
14426,14063,14795,14471,14629,14643,14596,15960,19011,19148,"21167","KY Mercer County"
9988,10453,10075,9373,10853,9851,8367,8177,9484,8963,"21169","KY Metcalfe County"
13053,13663,14214,13077,14070,13770,11799,11642,12353,11401,"21171","KY Monroe County"
12834,12868,12245,11660,12280,13025,13461,15364,20046,19561,"21173","KY Montgomery County"
12792,16259,16518,15130,16827,13624,11056,10019,12103,11648,"21175","KY Morgan County"
20741,28598,33353,37784,37554,32501,27791,27537,32238,31318,"21177","KY Muhlenberg County"
16587,16830,16137,16551,18004,19521,22168,23477,27584,29710,"21179","KY Nelson County"
11952,10601,9894,8571,8617,7532,6677,6508,7157,6725,"21181","KY Nicholas County"
27287,27642,26473,24469,24421,20840,17725,18790,21765,21105,"21183","KY Ohio County"
7078,7248,7689,7402,10716,11018,13388,14687,27795,33263,"21185","KY Oldham County"
17553,14248,12554,10710,10942,9755,8237,7470,8924,9035,"21187","KY Owen County"
6874,7979,7820,7223,8957,7324,5369,5023,5709,5036,"21189","KY Owsley County"
14947,11985,11719,10876,10392,9610,9968,9949,10989,12036,"21191","KY Pendleton County"
8276,11255,26042,42186,47828,46566,34961,25714,33763,30283,"21193","KY Perry County"
22686,31679,49477,63267,71122,81154,68264,61059,81123,72583,"21195","KY Pike County"
6443,6268,6745,5800,7671,6812,6674,7704,11101,11686,"21197","KY Powell County"
31293,35986,34010,35640,39863,38452,34403,35234,45803,49489,"21199","KY Pulaski County"
4900,4121,3871,3344,3419,2881,2443,2163,2265,2124,"21201","KY Robertson County"
12416,14473,15406,15149,17165,13925,12334,12305,13973,14803,"21203","KY Rockcastle County"
8277,9438,9467,10893,12734,12708,12808,17010,19049,20353,"21205","KY Rowan County"
9695,10861,11854,11930,13615,13717,11076,10542,13708,14716,"21207","KY Russell County"
18076,16956,15318,14400,14314,15141,15376,17948,21813,23867,"21209","KY Scott County"
18340,18041,18532,17679,17759,17912,18493,18999,23328,24824,"21211","KY Shelby County"
11624,11460,11150,11336,11752,11678,11548,13054,14673,15145,"21213","KY Simpson County"
7406,7567,7785,6606,6757,6157,5680,5488,5929,6801,"21215","KY Spencer County"
11075,11961,12236,12047,13556,14403,16285,17138,21178,21146,"21217","KY Taylor County"
17371,16488,15694,13520,14234,12890,11364,10823,11874,10940,"21219","KY Todd County"
14073,14539,14208,12531,12784,9683,8870,8620,9384,10361,"21221","KY Trigg County"
7272,6512,6011,5348,5601,5148,5102,5349,6253,6090,"21223","KY Trimble County"
21326,19886,18040,17053,17411,14893,14537,15882,17821,16557,"21225","KY Union County"
29970,30579,30858,33676,36631,42758,45491,57432,71828,76673,"21227","KY Warren County"
14182,13940,14773,12623,12965,12777,11168,10728,10764,10441,"21229","KY Washington County"
14892,17518,16208,15848,17204,16475,14700,14268,17022,17468,"21231","KY Wayne County"
20097,20974,20762,20534,19198,15555,14244,13282,14832,13955,"21233","KY Webster County"
25015,31982,27749,29730,33186,31940,25815,24145,33396,33326,"21235","KY Whitley County"
8764,9864,8783,8425,9997,7615,6534,5669,6698,6503,"21237","KY Wolfe County"
13134,12571,11784,10981,11847,11212,11913,14434,17778,19955,"21239","KY Woodford County"
1381625,1656388,1798509,2101593,2363880,2683516,3257022,3641306,4205900,4219973,"22000","LA Louisiana"
23483,31847,34820,39326,46260,47050,49931,52109,56427,55882,"22001","LA Acadia Parish"
.,.,18382,15261,17540,18835,19867,20794,21390,21226,"22003","LA Allen Parish"
24142,23887,22155,18438,21215,22387,27927,37086,50068,58214,"22005","LA Ascension Parish"
21620,24128,17912,15990,18541,17278,17991,19654,22084,22753,"22007","LA Assumption Parish"
29701,34102,35300,34926,39256,38031,37606,37751,41393,39159,"22009","LA Avoyelles Parish"
.,.,20767,14569,14847,17766,19191,22888,29692,30083,"22011","LA Beauregard Parish"
17588,21776,20977,23789,23933,19105,16726,16024,16387,15979,"22013","LA Bienville Parish"
24153,21738,22266,28388,33162,40139,57622,64519,80721,86088,"22015","LA Bossier Parish"
44499,58200,83265,124670,150203,176547,223859,230184,252358,248253,"22017","LA Caddo Parish"
30428,62767,32807,41963,56506,89635,145475,145415,167223,168134,"22019","LA Calcasieu Parish"
6917,8593,9514,10430,12046,10293,9004,9354,10761,9810,"22021","LA Caldwell Parish"
3952,4288,3952,6054,7203,6244,6909,8194,9336,9260,"22023","LA Cameron Parish"
16351,10415,11074,12451,14618,11834,11421,11769,12287,11065,"22025","LA Catahoula Parish"
23029,25050,27885,32285,29855,25063,19407,17024,17095,17405,"22027","LA Claiborne Parish"
13559,14278,12466,12778,14562,14398,20467,22578,22981,20828,"22029","LA Concordia Parish"
25063,27689,29376,31016,31803,24398,24248,22764,25727,25346,"22031","LA De Soto Parish"
31153,34580,44513,68208,88415,158236,230058,285167,366191,380105,"22033","LA East Baton Rouge Parish"
11373,11637,11231,15815,19023,16302,14433,12884,11772,9709,"22035","LA East Carroll Parish"
20443,20055,17487,17449,18039,19133,20198,17657,19015,19211,"22037","LA East Feliciana Parish"
.,.,23485,25483,30497,31629,31639,31932,33343,33274,"22039","LA Evangeline Parish"
8890,11989,24100,30530,32382,29376,26088,23946,24141,22387,"22041","LA Franklin Parish"
12902,15958,14403,15709,15933,14263,13330,13671,16703,17526,"22043","LA Grant Parish"
29015,31262,26855,28192,37183,40059,51657,57397,63752,68297,"22045","LA Iberia Parish"
27006,30954,26806,24638,27721,26750,29939,30746,32159,31049,"22047","LA Iberville Parish"
9119,13818,14486,13808,17807,15434,15828,15963,17321,15705,"22049","LA Jackson Parish"
15321,18247,21563,40032,50427,103873,208769,337568,454592,448306,"22051","LA Jefferson Parish"
.,.,18999,19765,24191,26298,29825,29554,32168,30722,"22053","LA Jefferson Davis Parish"
22825,28733,30841,38827,43941,57743,84656,109716,150017,164762,"22055","LA Lafayette Parish"
28882,33111,30344,32419,38615,42209,55381,68941,82483,85860,"22057","LA Lafourche Parish"
.,9402,9856,11668,10959,12717,13011,13295,17004,13662,"22059","LA La Salle Parish"
15898,18485,16962,22822,24790,25782,28535,33800,39763,41745,"22061","LA Lincoln Parish"
8100,10627,11643,18206,17790,20054,26974,36511,58806,70526,"22063","LA Livingston Parish"
12322,10676,10829,14829,18443,17451,16444,15065,15975,12463,"22065","LA Madison Parish"
16634,18786,19311,23689,27571,32038,33709,32463,34803,31938,"22067","LA Morehouse Parish"
33216,36455,38602,38477,40997,38144,35653,35219,39863,36689,"22069","LA Natchitoches Parish"
287104,339075,387219,458762,494537,570445,627525,593471,557515,496938,"22071","LA Orleans Parish"
20947,25830,30319,54337,59168,74713,101663,115387,139241,142191,"22073","LA Ouachita Parish"
13039,12524,10194,9608,12318,14239,22545,25225,26049,25575,"22075","LA Plaquemines Parish"
25777,25289,24697,21007,24004,21841,22488,22002,24045,22540,"22077","LA Pointe Coupee Parish"
39578,44545,59444,65455,73370,90648,111351,118078,135282,131556,"22079","LA Rapides Parish"
11548,11402,15301,16078,15881,12113,9978,9226,10433,9387,"22081","LA Red River Parish"
11116,15769,20860,26374,28829,26672,23824,21774,22187,20629,"22083","LA Richland Parish"
15421,19874,20713,24110,23586,20880,18564,18638,25280,22646,"22085","LA Sabine Parish"
5031,5277,4968,6512,7280,11087,32186,51185,64097,66631,"22087","LA St. Bernard Parish"
9072,11207,8586,12111,12321,13363,21219,29550,37259,42437,"22089","LA St. Charles Parish"
8479,9172,8427,8492,9542,9013,9162,9937,9827,9874,"22091","LA St. Helena Parish"
20197,23009,21228,15338,16596,15334,18369,19733,21495,20879,"22093","LA St. James Parish"
12330,14338,11896,14078,14766,14861,18439,23813,31924,39996,"22095","LA St. John the Baptist Par."
52906,66661,51697,60074,71481,78476,81493,80364,84128,80331,"22097","LA St. Landry Parish"
18940,23070,21990,21767,26394,26353,29063,32453,40214,43978,"22099","LA St. Martin Parish"
34145,39368,30754,29397,31458,35848,48833,60752,64253,58086,"22101","LA St. Mary Parish"
13335,18917,20645,20929,23624,26988,38643,63585,110869,144508,"22103","LA St. Tammany Parish"
17625,29160,31440,46227,45519,53218,59434,65875,80698,85709,"22105","LA Tangipahoa Parish"
19070,17060,12085,15096,15940,13209,11796,9732,8525,7103,"22107","LA Tensas Parish"
24464,28320,26974,29816,35880,43328,60771,76049,94393,96982,"22109","LA Terrebonne Parish"
18520,20451,19621,20731,20943,19141,17624,18447,21167,20690,"22111","LA Union Parish"
20705,26390,26482,33684,37750,36929,38855,43071,48458,50055,"22113","LA Vermilion Parish"
10327,17384,20493,20047,19142,18974,18301,53794,53475,61961,"22115","LA Vernon Parish"
9628,18886,24164,29904,34443,38371,44015,41987,44207,43185,"22117","LA Washington Parish"
15125,19186,24707,29458,33676,35704,39701,39939,43631,41989,"22119","LA Webster Parish"
10285,12636,11092,9716,11263,11738,14796,16864,19086,19419,"22121","LA West Baton Rouge Parish"
3685,6249,8857,13895,19252,17248,14177,13028,12922,12093,"22123","LA West Carroll Parish"
15994,13449,12303,10924,11720,10169,12395,11376,12186,12915,"22125","LA West Feliciana Parish"
9648,18357,16119,14766,16923,16119,16034,16369,17253,16269,"22127","LA Winn Parish"
694466,742371,768014,797423,847226,913774,969265,992048,1124660,1227928,"23000","ME Maine"
54242,59822,65796,71214,76679,83594,86312,91279,99657,105259,"23001","ME Androscoggin County"
60744,74664,81728,87843,94436,96039,106064,92463,91331,86936,"23003","ME Aroostook County"
100689,112014,124376,134645,146000,169201,182751,192528,215789,243135,"23005","ME Cumberland County"
18444,19119,19825,19941,19896,20682,20069,22444,27098,29008,"23007","ME Franklin County"
37241,35575,30361,30721,32422,32105,32293,34590,41781,46948,"23009","ME Hancock County"
59117,62863,63844,70691,77231,83881,89150,95247,109889,115904,"23011","ME Kennebec County"
30406,28981,26245,27693,27191,28121,28575,29013,32941,36310,"23013","ME Knox County"
19669,18216,15976,15498,16294,18004,18497,20537,25691,30357,"23015","ME Lincoln County"
32238,36256,37700,41483,42662,44221,44345,43457,48968,52602,"23017","ME Oxford County"
76246,85285,87684,92379,97104,108198,126346,125393,137015,146601,"23019","ME Penobscot County"
16949,19887,20554,18231,18467,18617,17379,16285,17634,18653,"23021","ME Piscataquis County"
20330,18574,23021,16927,19123,20911,22793,23452,28795,33535,"23023","ME Sagadahoc County"
33849,36301,37171,39111,38245,39785,39749,40597,45028,49767,"23025","ME Somerset County"
24185,23383,21328,20286,21159,21687,22632,23328,28414,33018,"23027","ME Waldo County"
45232,42905,41709,37826,37767,35187,32908,29859,34963,35308,"23029","ME Washington County"
64885,68526,70696,72934,82550,93541,99402,111576,139666,164587,"23031","ME York County"
1188044,1295346,1449661,1631526,1821244,2343001,3100689,3922399,4216975,4781468,"24000","MD Maryland"
53694,62411,69938,79098,86973,89556,84169,84044,80548,74946,"24001","MD Allegany County"
39620,39553,43408,55167,68375,117392,206634,297539,370775,427239,"24003","MD Anne Arundel County"
90755,122349,74817,124565,155825,270273,492428,621077,655615,692134,"24005","MD Baltimore County"
10223,10325,9744,9528,10484,12100,15826,20682,34638,51372,"24009","MD Calvert County"
16248,19216,18652,17387,17549,18234,19462,19781,23143,27035,"24011","MD Caroline County"
33860,33934,34245,35978,39054,44907,52785,69006,96356,123372,"24013","MD Carroll County"
24662,23759,23612,25827,26407,33356,48408,53291,60430,71347,"24015","MD Cecil County"
17662,16386,17705,16166,17612,23415,32572,47678,72751,101154,"24017","MD Charles County"
27962,28669,27895,26813,28006,27815,29666,29405,30623,30236,"24019","MD Dorchester County"
51920,52673,52541,54440,57312,62287,71930,84927,114792,150208,"24021","MD Frederick County"
17701,20105,19678,19908,21981,21259,20420,21476,26498,28138,"24023","MD Garrett County"
28269,27965,29291,31603,35060,51782,76722,115378,145930,182132,"24025","MD Harford County"
16715,16106,15826,16169,17175,23119,36152,61911,118572,187328,"24027","MD Howard County"
18786,16957,15026,14242,13465,13677,15481,16146,16695,17842,"24029","MD Kent County"
30451,32089,34921,49206,83912,164401,340928,522809,579053,757027,"24031","MD Montgomery County"
29898,36147,43347,60095,89490,194182,357395,660567,665071,729268,"24033","MD Prince George's County"
18364,16839,16001,14571,14476,14579,16569,18422,25508,33953,"24035","MD Queen Anne's County"
17182,17030,16112,15189,14626,29111,38915,47388,59895,75974,"24037","MD St. Mary's County"
25923,26455,24602,23382,20965,20745,19623,18924,19188,23440,"24039","MD Somerset County"
20342,19620,18306,18583,18784,19428,21578,23682,25604,30549,"24041","MD Talbot County"
45133,49617,59694,65882,68838,78886,91219,103829,113086,121393,"24043","MD Washington County"
22852,26815,28165,31229,34530,39641,49050,54236,64540,74339,"24045","MD Wicomico County"
20865,21841,22309,21624,21245,23148,23733,24442,30889,35028,"24047","MD Worcester County"
508957,558485,733826,804874,859100,949708,939024,905759,786775,736014,"24510","MD Baltimore city"
2805346,3366416,3852356,4249614,4316721,4690514,5148578,5689170,5737037,6016425,"25000","MA Massachusetts"
27826,27542,26670,32305,37295,46805,70286,96656,147925,186605,"25001","MA Barnstable County"
95667,105259,113033,120700,122273,132966,142135,149402,145110,139352,"25003","MA Berkshire County"
252029,318573,359005,364590,364637,381569,398488,444301,474641,506325,"25005","MA Bristol County"
4561,4504,4372,4953,5669,5633,5829,6117,8942,11639,"25007","MA Dukes County"
357030,436477,482156,498040,496313,522384,568831,637887,633632,670080,"25009","MA Essex County"
41209,43600,49361,49612,49453,52747,54864,59210,64317,70092,"25011","MA Franklin County"
175603,231369,300305,335496,332107,367971,429353,459050,443018,456310,"25013","MA Hampden County"
58820,63327,69599,72801,72461,87594,103229,123981,138813,146568,"25015","MA Hampshire County"
565696,669915,778352,934924,971390,1064569,1238742,1397268,1367034,1398468,"25017","MA Middlesex County"
3006,2962,2797,3678,3401,3484,3559,3774,5087,6012,"25019","MA Nantucket County"
151539,187506,219081,299426,325180,392308,510256,605051,606587,616087,"25021","MA Norfolk County"
113985,144337,156968,162311,168824,189468,248449,333314,405437,435276,"25023","MA Plymouth County"
611417,731388,835522,879536,863248,896615,791329,735190,650142,663906,"25025","MA Suffolk County"
346958,399657,455135,491242,504470,546401,583228,637969,646352,709705,"25027","MA Worcester County"
2420982,2810173,3668412,4842325,5256106,6371766,7823194,8875083,9262078,9295297,"26000","MI Michigan"
5691,5703,5912,4989,5463,5856,6352,7113,9740,10145,"26001","MI Alcona County"
5868,7675,9983,9327,10167,10007,9250,8568,9225,8972,"26003","MI Alger County"
38812,39819,37540,38974,41839,47493,57729,66575,81555,90509,"26005","MI Allegan County"
18254,19965,17869,18574,20766,22189,28556,30708,32315,30605,"26007","MI Alpena County"
16568,15692,11543,9979,10964,10721,10373,12612,16194,18185,"26009","MI Antrim County"
9821,9640,9460,8007,9233,9644,9860,11149,14706,14931,"26011","MI Arenac County"
4320,6127,7662,9168,9356,8037,7151,7789,8484,7954,"26013","MI Baraga County"
22514,22633,21383,20928,22613,26183,31738,38166,45781,50057,"26015","MI Barry County"
62378,68238,69548,69474,74981,88461,107042,117339,119881,111723,"26017","MI Bay County"
9685,10638,6947,6587,7800,8306,7834,8593,11205,12200,"26019","MI Benzie County"
49165,53622,62653,81066,89117,115702,149865,163875,171276,161378,"26021","MI Berrien County"
27811,25605,23997,23950,25845,30202,34903,37906,40188,41502,"26023","MI Branch County"
49315,56638,72918,87043,94206,120813,138858,141963,141557,135982,"26025","MI Calhoun County"
20876,20624,20395,20888,21910,28185,36932,43312,49499,49477,"26027","MI Cass County"
13956,19157,15788,11981,13031,13475,13421,16541,19907,21468,"26029","MI Charlevoix County"
15516,17872,13991,11502,13644,13731,14550,16573,20649,21398,"26031","MI Cheboygan County"
21338,24472,24818,25047,27807,29206,32655,32412,29029,34604,"26033","MI Chippewa County"
8360,9240,8250,7032,9163,10253,11647,16695,23822,24952,"26035","MI Clare County"
25136,23129,23110,24174,26671,31195,37969,48492,55893,57883,"26037","MI Clinton County"
2943,3934,4049,3097,3765,4151,4971,6482,9465,12260,"26039","MI Crawford County"
23881,30108,30909,32280,34037,32913,34298,35924,38947,37780,"26041","MI Delta County"
17890,20524,19456,29941,28731,24844,23917,23753,25341,26831,"26043","MI Dickinson County"
31668,30499,29377,31728,34124,40023,49684,68892,88337,92879,"26045","MI Eaton County"
15931,18561,15639,15109,15791,16534,15904,18331,22992,25040,"26047","MI Emmet County"
41804,64555,125668,211641,227944,270963,374313,444341,450449,430459,"26049","MI Genesee County"
6564,8413,8827,7424,9385,9451,10769,13471,19957,21896,"26051","MI Gladwin County"
16738,23333,33225,31577,31797,27053,24370,20676,19686,18052,"26053","MI Gogebic County"
20479,23784,19518,20011,23390,28598,33490,39175,54899,64273,"26055","MI Grand Traverse County"
29889,28820,33914,30252,32205,33429,37012,39246,40448,38982,"26057","MI Gratiot County"
29865,29673,28161,27417,29092,31916,34742,37171,42071,43431,"26059","MI Hillsdale County"
66063,88098,71930,52851,47631,39771,35654,34652,37872,35446,"26061","MI Houghton County"
34162,34758,32786,31132,32584,33149,34006,34083,36459,34951,"26063","MI Huron County"
